uid,title,abstract,year,venue,authors,doi,arxiv_id,url,source,query,query_role,family,advisor_seed,citation_count,matched_terms,retrieved_at,relevance_score,hostile_score
arxiv:2202.10667v2,Visually Grounded Task and Motion Planning for Mobile Manipulation,"Task and motion planning (TAMP) algorithms aim to help robots achieve task-level goals, while maintaining motion-level feasibility. This paper focuses on TAMP domains that involve robot behaviors that take extended periods of time (e.g., long-distance navigation). In this paper, we develop a visual grounding approach to help robots probabilistically evaluate action feasibility, and introduce a TAMP algorithm, called GROP, that optimizes both feasibility and efficiency. We have collected a dataset that includes 96,000 simulated trials of a robot conducting mobile manipulation tasks, and then used the dataset to learn to ground symbolic spatial relationships for action feasibility evaluation. Compared with competitive TAMP baselines, GROP exhibited a higher task-completion rate while maintaining lower or comparable action costs. In addition to these extensive experiments in simulation, GRO",2022,arXiv,Xiaohan Zhang; Yifeng Zhu; Yan Ding; Yuke Zhu; Peter Stone; Shiqi Zhang,,2202.10667v2,http://arxiv.org/abs/2202.10667v2,arxiv,task and motion planning robotics,anti_myopia,classic,,,mobile manipulation; motion planning; task and motion planning,2026-06-12T15:07:36Z,27.550,32.550
doi:10.1109/tetci.2022.3146387,Motion Planning and Cooperative Manipulation for Mobile Robots With Dual Arms,"With large work space and dexterous manipulation capability, mobile robots with dual arms can be used in complex operation scenes such as active detection, disassembly, spraying, cleaning and assembly, is a promising direction for robot development. In this paper, a hybrid control approach is proposed for a mobile robot with dual arms to fulfil an explosive disposal task. Firstly, the motion planning for mobile base and trajectory planning for dual arms are developed, and a hierarchical task planner is designed using the finite state machine to make the robot system to deal with events sensed by active vision. A rapidly-exploring random tree-based motion planning is developed in task space for the mobile base to realize dynamic collision avoidance, while the trajectory planning approach is proposed in the framework of a dual-arm master-slave coordinated mechanism. Next, for mobile robots",2022,IEEE Transactions on Emerging Topics in Computational Intelligence,Fuchun Sun; Yang Chen; Yangyang Wu; Linxiang Li; Xiaolei Ren,10.1109/tetci.2022.3146387,,https://doi.org/10.1109/tetci.2022.3146387,openalex,robotics,concept,openalex_bulk_robotics,,35,robot manipulation; dexterous manipulation; impedance control; motion planning,2026-06-12T18:57:17Z,30.942,31.942
doi:10.1609/icaps.v20i1.13436,Combined Task and Motion Planning for Mobile Manipulation,"We present a hierarchical planning system and its application to robotic manipulation. The novel features of the system are: 1) it finds high-quality kinematic solutions to task-level problems; 2) it takes advantage of subtask-specific irrelevance information, reusing optimal solutions to state-abstracted subproblems across the search space. We briefly describe how the system handles uncertainty during plan execution, and present results on discrete problems as well as pick-and-place tasks for a mobile robot.",2010,Proceedings of the International Conference on Automated Planning and Scheduling,Jason Wolfe; Bhaskara Marthi; Stuart Russell,10.1609/icaps.v20i1.13436,,https://doi.org/10.1609/icaps.v20i1.13436,crossref,task and motion planning robotics,anti_myopia,classic,,68,mobile manipulation; motion planning; task and motion planning,2026-06-12T15:07:36Z,25.367,30.367
doi:10.1115/detc2012-70600,Optimal Base Placement and Motion Planning for Mobile Manipulators,"A mobile manipulator typically consists of a mobile platform and a robotic manipulator mounted on the platform. The base placement of the platform has a great influence on whether the manipulator can perform a given task. In view of the issue, a new approach to optimize the base placement for a specified task is proposed in this paper. Firstly, the workspace of a redundant manipulator is investigated. The manipulation capability of the redundant manipulator is maximized based on the manipulability index through the joint self-motion of the redundant manipulator. Then the maximum manipulation capability in the specified work point is determined. Next, the relative manipulability index (RMI) is defined for analyzing manipulation capability of the manipulator in its workspace, and the global manipulability map (GMM) is presented based on the above measure. Moreover, the optimal base placeme",2012,"Volume 4: 36th Mechanisms and Robotics Conference, Parts A and B",Bin Du; Jing Zhao; Chunyu Song,10.1115/detc2012-70600,,https://doi.org/10.1115/detc2012-70600,crossref,task and motion planning robotics,anti_myopia,classic,,2,motion planning; task and motion planning,2026-06-12T15:07:36Z,26.149,30.149
doi:10.1115/1.4069407,Kinodynamic Motion Planning for Collaborative Object Transportation by Multiple Mobile Manipulators,"Abstract This work proposes a kinodynamic motion planning technique for collaborative object transportation by multiple mobile manipulator robots (MMRs) in dynamic environments. A global path planner computes a linear piece-wise path connecting the start to the goal location. We proposed an algorithm that aids the path planner in defining the narrow regions between the static obstacles and enhances the feasibility of the global path. We formulate a novel online motion planning technique for trajectory generation, minimizing the control efforts in a receding horizon manner. The motion planner plans the trajectory for finite-time horizons, considering the kinodynamic constraints and the static and dynamic obstacles. The motion planner jointly plans for the mobile bases and the arms to utilize the locomotion capability of the mobile base and the manipulation capability of the arm efficientl",2025,Journal of Mechanisms and Robotics,Keshab Patra; Arpita Sinha; Anirban Guha,10.1115/1.4069407,,https://doi.org/10.1115/1.4069407,crossref,task and motion planning robotics,anti_myopia,classic,,3,motion planning; task and motion planning,2026-06-12T15:07:36Z,25.643,29.643
doi:10.1109/icra57147.2024.10610192,Real-time Whole-body Motion Planning for Mobile Manipulators Using Environment-adaptive Search and Spatial-temporal Optimization,,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),Chengkai Wu; Ruilin Wang; Mianzhi Song; Fei Gao; Jie Mei; Boyu Zhou,10.1109/icra57147.2024.10610192,,https://doi.org/10.1109/icra57147.2024.10610192,crossref,task and motion planning robotics,anti_myopia,classic,,8,motion planning; task and motion planning,2026-06-12T15:07:36Z,25.099,29.099
doi:10.3390/app10051665,Contingent Task and Motion Planning under Uncertainty for Human–Robot Interactions,"Manipulation planning under incomplete information is a highly challenging task for mobile manipulators. Uncertainty can be resolved by robot perception modules or using human knowledge in the execution process. Human operators can also collaborate with robots for the execution of some difficult actions or as helpers in sharing the task knowledge. In this scope, a contingent-based task and motion planning is proposed taking into account robot uncertainty and human–robot interactions, resulting a tree-shaped set of geometrically feasible plans. Different sorts of geometric reasoning processes are embedded inside the planner to cope with task constraints like detecting occluding objects when a robot needs to grasp an object. The proposal has been evaluated with different challenging scenarios in simulation and a real environment.",2020,Applied Sciences,Aliakbar Akbari; Mohammed Diab; Jan Rosell,10.3390/app10051665,,https://doi.org/10.3390/app10051665,crossref,robot world model failure planning,hostile,failure,,13,robot world model; motion planning; task and motion planning; human robot interaction; robot world model failure,2026-06-12T15:07:36Z,22.670,28.670
doi:10.1177/02783640022067139,Coordinated Motion Planning for a Mobile Manipulator considering Stability and Manipulation,"For a mobile manipulator to be used in areas such as offices and houses, it is desirable that the mobile platform be small sized. In the case of a small-sized platform, the mobile manipulator may tip over when moving at high speed or executing tasks in the presence of disturbances. Therefore, it is necessary to simultaneously consider both stabilization and manipulation while coordinating vehicle motion and manipulator motion. In this paper, we first present the concept of the valid stable region to evaluate stability in the presence of disturbances. Next, we propose a method for coordinating vehicle motion planning including manipulator configuration, and manipulator motion planning including platform stability. Then, the optimal problem of vehicle motion is formulated, taking into account vehicle dynamics, manipulator workspace, and system stability. Also, the manipulator motion is der",2000,The International Journal of Robotics Research,Qiang Huang; Kazuo Tanie; Shigeki Sugano,10.1177/02783640022067139,,https://doi.org/10.1177/02783640022067139,crossref,physical reasoning robotics manipulation,concept,physical_reasoning,,95,motion planning,2026-06-12T15:07:36Z,27.632,28.632
doi:10.1145/3564696,Multiple Mobile Robot Task and Motion Planning: A Survey,"With recent advances in mobile robotics, autonomous systems, and artificial intelligence, there is a growing expectation that robots are able to solve complex problems. Many of these problems require multiple robots working cooperatively in a multi-robot system. Complex tasks may also include the interconnection of task-level specifications with robot motion-level constraints. Many recent works in the literature use multiple mobile robots to solve these complex tasks by integrating task and motion planning. We survey recent contributions to the field of combined task and motion planning for multiple mobile robots by categorizing works based on their underlying problem representations, and we identify possible directions for future research. We propose a taxonomy for task and motion planning based on system capabilities, applicable to multi-robot and single-robot systems.",2023,ACM Computing Surveys,Luke Antonyshyn; Jefferson Silveira; Sidney Givigi; Joshua Marshall,10.1145/3564696,,https://doi.org/10.1145/3564696,crossref,task and motion planning robotics,anti_myopia,classic,,111,multi robot system; motion planning; task and motion planning,2026-06-12T15:07:36Z,24.559,28.559
doi:10.3390/machines10020097,Motion Planning for Mobile Manipulators—A Systematic Review,"One of the fundamental fields of research is motion planning. Mobile manipulators present a unique set of challenges for the planning algorithms, as they are usually kinematically redundant and dynamically complex owing to the different dynamic behavior of the mobile base and the manipulator. The purpose of this article is to systematically review the different planning algorithms specifically used for mobile manipulator motion planning. Depending on how the two subsystems are treated during planning, sampling-based, optimization-based, search-based, and other planning algorithms are grouped into two broad categories. Then, planning algorithms are dissected and discussed based on common components. The problem of dealing with the kinematic redundancy in calculating the goal configuration is also analyzed. While planning separately for the mobile base and the manipulator provides convenie",2022,Machines,Thushara Sandakalum; Marcelo H. Ang,10.3390/machines10020097,,https://doi.org/10.3390/machines10020097,crossref,sampling based motion planning,anti_myopia,anti_thesis,,133,motion planning; sampling based motion planning,2026-06-12T15:07:36Z,24.449,28.449
